Player Name,Nation,Overall,Player ID,Player Face URL,Card URL
ENDRICK,Brazil,77,272505,https://cdn.sofifa.net/players/272/505/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272505_en.webp
LUCAS PAQUETA,Brazil,80,233927,https://cdn.sofifa.net/players/233/927/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233927_en.webp
LUIZ HENRIQUE,Brazil,80,236499,https://cdn.sofifa.net/players/236/499/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236499_en.webp
GABRIEL MARTINELLI,Brazil,81,251566,https://cdn.sofifa.net/players/251/566/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251566_en.webp
EDERSON,Brazil,82,266866,https://cdn.sofifa.net/players/266/866/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266866_en.webp
ROGER IBANEZ,Brazil,82,247257,https://cdn.sofifa.net/players/247/257/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247257_en.webp
IGOR THIAGO,Brazil,75,275771,https://cdn.sofifa.net/players/275/771/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275771_en.webp
RAYAN,Brazil,81,242641,https://cdn.sofifa.net/players/242/641/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242641_en.webp
DIOGO COSTA,Portugal,84,234577,https://cdn.sofifa.net/players/234/577/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234577_en.webp
NELSON SEMEDO,Portugal,77,227928,https://cdn.sofifa.net/players/227/928/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227928_en.webp
RUBEN DIAS,Portugal,86,239818,https://cdn.sofifa.net/players/239/818/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239818_en.webp
TOMAS ARAUJO,Portugal,78,266096,https://cdn.sofifa.net/players/266/096/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266096_en.webp
DIOGO DALOT,Portugal,79,234574,https://cdn.sofifa.net/players/234/574/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234574_en.webp
MATHEUS NUNES,Portugal,79,253124,https://cdn.sofifa.net/players/253/124/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253124_en.webp
CRISTIANO RONALDO,Portugal,85,20801,https://cdn.sofifa.net/players/020/801/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/20801_en.webp
BRUNO FERNANDES,Portugal,87,212198,https://cdn.sofifa.net/players/212/198/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212198_en.webp
GONCALO RAMOS,Portugal,80,256903,https://cdn.sofifa.net/players/256/903/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256903_en.webp
BERNARDO SILVA,Portugal,84,218667,https://cdn.sofifa.net/players/218/667/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/218667_en.webp
JOAO FELIX,Portugal,79,242444,https://cdn.sofifa.net/players/242/444/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242444_en.webp
JOSE SA,Portugal,77,212442,https://cdn.sofifa.net/players/212/442/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212442_en.webp
RENATO VEIGA,Portugal,76,273906,https://cdn.sofifa.net/players/273/906/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273906_en.webp
GONCALO INACIO,Portugal,81,257179,https://cdn.sofifa.net/players/257/179/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257179_en.webp
JOAO NEVES,Portugal,85,272834,https://cdn.sofifa.net/players/272/834/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272834_en.webp
FRANCISCO TRINCAO,Portugal,82,244778,https://cdn.sofifa.net/players/244/778/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244778_en.webp
RAFAEL LEAO,Portugal,84,241721,https://cdn.sofifa.net/players/241/721/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241721_en.webp
PEDRO NETO,Portugal,80,238616,https://cdn.sofifa.net/players/238/616/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238616_en.webp
GONCALO GUEDES,Portugal,75,224411,https://cdn.sofifa.net/players/224/411/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224411_en.webp
JOAO CANCELO,Portugal,84,210514,https://cdn.sofifa.net/players/210/514/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210514_en.webp
RUBEN NEVES,Portugal,84,224293,https://cdn.sofifa.net/players/224/293/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224293_en.webp
RUI SILVA,Portugal,81,210385,https://cdn.sofifa.net/players/210/385/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210385_en.webp
VITINHA,Portugal,89,255253,https://cdn.sofifa.net/players/255/253/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255253_en.webp
SAMU COSTA,Portugal,78,255566,https://cdn.sofifa.net/players/255/566/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255566_en.webp
NUNO MENDES,Portugal,86,252145,https://cdn.sofifa.net/players/252/145/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252145_en.webp
FRANCISCO CONCEICAO,Portugal,79,261050,https://cdn.sofifa.net/players/261/050/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261050_en.webp
NEUER Manuel,Germany,84,167495,https://cdn.sofifa.net/players/167/495/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/167495_en.webp
RUEDIGER Antonio,Germany,73,252909,https://cdn.sofifa.net/players/252/909/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252909_en.webp
ANTON Waldemar,Germany,82,229476,https://cdn.sofifa.net/players/229/476/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229476_en.webp
TAH Jonathan,Germany,87,213331,https://cdn.sofifa.net/players/213/331/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/213331_en.webp
PAVLOVIC Aleksandar,Germany,79,275298,https://cdn.sofifa.net/players/275/298/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275298_en.webp
KIMMICH Joshua,Germany,89,212622,https://cdn.sofifa.net/players/212/622/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212622_en.webp
HAVERTZ Kai,Germany,82,235790,https://cdn.sofifa.net/players/235/790/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235790_en.webp
GORETZKA Leon,Germany,82,209658,https://cdn.sofifa.net/players/209/658/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/209658_en.webp
LEWELING Jamie,Germany,75,252448,https://cdn.sofifa.net/players/252/448/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252448_en.webp
MUSIALA Jamal,Germany,88,256790,https://cdn.sofifa.net/players/256/790/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256790_en.webp
WOLTEMADE Nick,Germany,79,254022,https://cdn.sofifa.net/players/254/022/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254022_en.webp
BAUMANN Oliver,Germany,83,193698,https://cdn.sofifa.net/players/193/698/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/193698_en.webp
GROSS Pascal,Germany,80,190765,https://cdn.sofifa.net/players/190/765/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/190765_en.webp
BEIER Maximilian,Germany,79,254117,https://cdn.sofifa.net/players/254/117/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254117_en.webp
SCHLOTTERBECK Nico,Germany,85,247819,https://cdn.sofifa.net/players/247/819/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247819_en.webp
STILLER Angelo,Germany,83,250959,https://cdn.sofifa.net/players/250/959/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/250959_en.webp
WIRTZ Florian,Germany,89,256630,https://cdn.sofifa.net/players/256/630/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256630_en.webp
BROWN Nathaniel,Germany,77,269701,https://cdn.sofifa.net/players/269/701/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269701_en.webp
